kbo_player_id,team,player_name,position_group,column,before,after,delta,source_level,formula_version
66614,KIA 타이거즈,김규성,IF,power,11,10,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
66614,KIA 타이거즈,김규성,IF,plate_discipline,14,13,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
66614,KIA 타이거즈,김규성,IF,speed,12,13,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
66614,KIA 타이거즈,김규성,IF,baserunning_judgment,12,13,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
52605,KIA 타이거즈,김도영,IF,contact,15,16,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
52605,KIA 타이거즈,김도영,IF,power,16,17,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
52605,KIA 타이거즈,김도영,IF,plate_discipline,11,12,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
52605,KIA 타이거즈,김도영,IF,bat_control,12,13,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
52605,KIA 타이거즈,김도영,IF,timing,12,14,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
52605,KIA 타이거즈,김도영,IF,speed,12,13,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
52605,KIA 타이거즈,김도영,IF,baserunning_judgment,12,14,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
78603,KIA 타이거즈,김선빈,IF,contact,18,17,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
78603,KIA 타이거즈,김선빈,IF,plate_discipline,16,13,-3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
78603,KIA 타이거즈,김선빈,IF,bat_control,16,15,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
78603,KIA 타이거즈,김선빈,IF,timing,15,16,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
78603,KIA 타이거즈,김선빈,IF,baserunning_judgment,13,14,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50657,KIA 타이거즈,박민,IF,contact,7,9,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50657,KIA 타이거즈,박민,IF,power,8,10,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50657,KIA 타이거즈,박민,IF,plate_discipline,6,8,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50657,KIA 타이거즈,박민,IF,bat_control,7,9,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50657,KIA 타이거즈,박민,IF,timing,9,10,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50657,KIA 타이거즈,박민,IF,speed,11,12,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50657,KIA 타이거즈,박민,IF,baserunning_judgment,13,12,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
64646,KIA 타이거즈,박찬호,IF,contact,17,16,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
64646,KIA 타이거즈,박찬호,IF,power,12,11,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
64646,KIA 타이거즈,박찬호,IF,plate_discipline,15,14,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
64646,KIA 타이거즈,박찬호,IF,timing,15,16,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
64646,KIA 타이거즈,박찬호,IF,baserunning_judgment,12,14,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69727,KIA 타이거즈,변우혁,IF,contact,7,10,3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69727,KIA 타이거즈,변우혁,IF,power,5,9,4,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69727,KIA 타이거즈,변우혁,IF,plate_discipline,7,9,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69727,KIA 타이거즈,변우혁,IF,bat_control,6,9,3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69727,KIA 타이거즈,변우혁,IF,timing,7,9,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
78168,KIA 타이거즈,서건창,IF,contact,9,12,3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
78168,KIA 타이거즈,서건창,IF,plate_discipline,10,13,3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
78168,KIA 타이거즈,서건창,IF,bat_control,10,13,3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
78168,KIA 타이거즈,서건창,IF,timing,10,12,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
78168,KIA 타이거즈,서건창,IF,speed,11,12,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
78168,KIA 타이거즈,서건창,IF,baserunning_judgment,12,13,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69636,KIA 타이거즈,오선우,IF,power,17,16,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69636,KIA 타이거즈,오선우,IF,plate_discipline,10,9,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69636,KIA 타이거즈,오선우,IF,timing,12,11,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69636,KIA 타이거즈,오선우,IF,speed,10,9,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69636,KIA 타이거즈,오선우,IF,baserunning_judgment,8,9,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55645,KIA 타이거즈,위즈덤,IF,contact,10,9,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55645,KIA 타이거즈,위즈덤,IF,power,18,17,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55645,KIA 타이거즈,위즈덤,IF,plate_discipline,14,13,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55645,KIA 타이거즈,위즈덤,IF,timing,11,10,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
52667,KIA 타이거즈,윤도현,IF,contact,14,13,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
52667,KIA 타이거즈,윤도현,IF,power,16,15,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
52667,KIA 타이거즈,윤도현,IF,timing,12,13,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
52667,KIA 타이거즈,윤도현,IF,speed,12,13,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
52667,KIA 타이거즈,윤도현,IF,baserunning_judgment,11,12,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
53659,KIA 타이거즈,정해원,IF,contact,5,8,3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
53659,KIA 타이거즈,정해원,IF,power,6,9,3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
53659,KIA 타이거즈,정해원,IF,plate_discipline,9,11,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
53659,KIA 타이거즈,정해원,IF,bat_control,6,9,3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
53659,KIA 타이거즈,정해원,IF,timing,7,9,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
53659,KIA 타이거즈,정해원,IF,baserunning_judgment,11,10,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55926,KIA 타이거즈,정현창,IF,contact,9,10,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55926,KIA 타이거즈,정현창,IF,power,8,9,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55926,KIA 타이거즈,정현창,IF,plate_discipline,9,10,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55926,KIA 타이거즈,정현창,IF,bat_control,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55926,KIA 타이거즈,정현창,IF,timing,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
65464,KIA 타이거즈,최정용,IF,contact,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
65464,KIA 타이거즈,최정용,IF,power,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
65464,KIA 타이거즈,최정용,IF,plate_discipline,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
65464,KIA 타이거즈,최정용,IF,bat_control,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
65610,KIA 타이거즈,황대인,IF,contact,8,9,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
65610,KIA 타이거즈,황대인,IF,power,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
65610,KIA 타이거즈,황대인,IF,plate_discipline,8,9,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
65610,KIA 타이거즈,황대인,IF,bat_control,9,10,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
65610,KIA 타이거즈,황대인,IF,timing,8,10,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
61353,KIA 타이거즈,고종욱,OF,contact,15,14,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
61353,KIA 타이거즈,고종욱,OF,plate_discipline,9,10,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
61353,KIA 타이거즈,고종욱,OF,bat_control,14,13,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
61353,KIA 타이거즈,고종욱,OF,timing,12,13,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
61353,KIA 타이거즈,고종욱,OF,baserunning_judgment,11,12,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
67610,KIA 타이거즈,김석환,OF,power,12,11,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
67610,KIA 타이거즈,김석환,OF,bat_control,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
67610,KIA 타이거즈,김석환,OF,baserunning_judgment,10,9,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
65653,KIA 타이거즈,김호령,OF,contact,15,14,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
65653,KIA 타이거즈,김호령,OF,power,15,14,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
65653,KIA 타이거즈,김호령,OF,bat_control,12,11,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
65653,KIA 타이거즈,김호령,OF,timing,13,12,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
65653,KIA 타이거즈,김호령,OF,baserunning_judgment,12,14,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
62947,KIA 타이거즈,나성범,OF,contact,14,13,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
62947,KIA 타이거즈,나성범,OF,plate_discipline,16,15,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
62947,KIA 타이거즈,나성범,OF,timing,13,12,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
62947,KIA 타이거즈,나성범,OF,speed,9,8,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
62947,KIA 타이거즈,나성범,OF,baserunning_judgment,10,8,-2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55636,KIA 타이거즈,박재현,OF,contact,5,8,3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55636,KIA 타이거즈,박재현,OF,power,5,8,3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55636,KIA 타이거즈,박재현,OF,plate_discipline,8,10,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55636,KIA 타이거즈,박재현,OF,bat_control,5,8,3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55636,KIA 타이거즈,박재현,OF,timing,6,8,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
67609,KIA 타이거즈,박정우,OF,contact,14,13,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
67609,KIA 타이거즈,박정우,OF,power,10,9,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
67609,KIA 타이거즈,박정우,OF,plate_discipline,14,13,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
67609,KIA 타이거즈,박정우,OF,timing,12,13,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
67609,KIA 타이거즈,박정우,OF,speed,12,11,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
67609,KIA 타이거즈,박정우,OF,baserunning_judgment,11,12,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55637,KIA 타이거즈,박헌,OF,contact,9,10,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55637,KIA 타이거즈,박헌,OF,power,8,10,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55637,KIA 타이거즈,박헌,OF,plate_discipline,9,10,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55637,KIA 타이거즈,박헌,OF,bat_control,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55637,KIA 타이거즈,박헌,OF,timing,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
64560,KIA 타이거즈,이창진,OF,contact,7,10,3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
64560,KIA 타이거즈,이창진,OF,power,8,9,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
64560,KIA 타이거즈,이창진,OF,plate_discipline,13,15,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
64560,KIA 타이거즈,이창진,OF,bat_control,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
64560,KIA 타이거즈,이창진,OF,timing,8,10,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
64560,KIA 타이거즈,이창진,OF,baserunning_judgment,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
72443,KIA 타이거즈,최형우,OF,contact,17,16,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
72443,KIA 타이거즈,최형우,OF,power,19,18,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
72443,KIA 타이거즈,최형우,OF,plate_discipline,17,16,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
72443,KIA 타이거즈,최형우,OF,bat_control,16,15,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
72443,KIA 타이거즈,최형우,OF,timing,17,16,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
72443,KIA 타이거즈,최형우,OF,baserunning_judgment,13,12,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
53609,KIA 타이거즈,곽도규,P,pitcher_stuff,12,13,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
53609,KIA 타이거즈,곽도규,P,pitcher_command,8,9,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
53609,KIA 타이거즈,곽도규,P,pitcher_stamina,8,9,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
53609,KIA 타이거즈,곽도규,P,pitcher_pitchability,9,11,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
53609,KIA 타이거즈,곽도규,P,pitcher_strikeout,15,14,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
53609,KIA 타이거즈,곽도규,P,pitcher_walk_control,4,7,3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
53609,KIA 타이거즈,곽도규,P,pitcher_composure,6,10,4,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
76225,KIA 타이거즈,김건국,P,pitcher_stuff,6,7,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
76225,KIA 타이거즈,김건국,P,pitcher_movement,3,6,3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
76225,KIA 타이거즈,김건국,P,pitcher_stamina,11,12,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
76225,KIA 타이거즈,김건국,P,pitcher_pitchability,7,9,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
76225,KIA 타이거즈,김건국,P,pitcher_strikeout,4,7,3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
76225,KIA 타이거즈,김건국,P,pitcher_walk_control,16,14,-2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
76225,KIA 타이거즈,김건국,P,pitcher_composure,4,7,3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69620,KIA 타이거즈,김기훈,P,pitcher_command,13,12,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69620,KIA 타이거즈,김기훈,P,pitcher_movement,15,14,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69620,KIA 타이거즈,김기훈,P,pitcher_stamina,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69620,KIA 타이거즈,김기훈,P,pitcher_pitchability,16,13,-3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69620,KIA 타이거즈,김기훈,P,pitcher_strikeout,17,14,-3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69620,KIA 타이거즈,김기훈,P,pitcher_walk_control,14,12,-2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69620,KIA 타이거즈,김기훈,P,pitcher_composure,16,14,-2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
60337,KIA 타이거즈,김대유,P,pitcher_stuff,8,9,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
60337,KIA 타이거즈,김대유,P,pitcher_command,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
60337,KIA 타이거즈,김대유,P,pitcher_movement,8,9,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
60337,KIA 타이거즈,김대유,P,pitcher_stamina,8,9,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
60337,KIA 타이거즈,김대유,P,pitcher_pitchability,8,9,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
60337,KIA 타이거즈,김대유,P,pitcher_strikeout,5,8,3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
60337,KIA 타이거즈,김대유,P,pitcher_walk_control,12,11,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
60337,KIA 타이거즈,김대유,P,pitcher_composure,6,8,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69745,KIA 타이거즈,김도현,P,pitcher_stuff,8,9,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69745,KIA 타이거즈,김도현,P,pitcher_movement,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69745,KIA 타이거즈,김도현,P,pitcher_stamina,19,16,-3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69745,KIA 타이거즈,김도현,P,pitcher_pitchability,11,12,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69745,KIA 타이거즈,김도현,P,pitcher_strikeout,1,5,4,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69745,KIA 타이거즈,김도현,P,pitcher_walk_control,19,16,-3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69745,KIA 타이거즈,김도현,P,pitcher_composure,11,12,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
54645,KIA 타이거즈,김민주,P,pitcher_movement,12,11,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
54645,KIA 타이거즈,김민주,P,pitcher_stamina,9,10,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
54645,KIA 타이거즈,김민주,P,pitcher_walk_control,12,11,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
54645,KIA 타이거즈,김민주,P,pitcher_composure,9,10,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
63894,KIA 타이거즈,김사윤,P,pitcher_stuff,8,11,3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
63894,KIA 타이거즈,김사윤,P,pitcher_command,8,9,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
63894,KIA 타이거즈,김사윤,P,pitcher_movement,8,11,3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
63894,KIA 타이거즈,김사윤,P,pitcher_stamina,8,11,3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
63894,KIA 타이거즈,김사윤,P,pitcher_pitchability,8,10,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
63894,KIA 타이거즈,김사윤,P,pitcher_strikeout,8,11,3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
63894,KIA 타이거즈,김사윤,P,pitcher_walk_control,8,9,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
63894,KIA 타이거즈,김사윤,P,pitcher_composure,8,10,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
66492,KIA 타이거즈,김승현,P,pitcher_stuff,7,9,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
66492,KIA 타이거즈,김승현,P,pitcher_command,1,7,6,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
66492,KIA 타이거즈,김승현,P,pitcher_stamina,8,10,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
66492,KIA 타이거즈,김승현,P,pitcher_pitchability,2,8,6,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
66492,KIA 타이거즈,김승현,P,pitcher_strikeout,2,7,5,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
66492,KIA 타이거즈,김승현,P,pitcher_walk_control,1,8,7,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
66492,KIA 타이거즈,김승현,P,pitcher_composure,1,7,6,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
68928,KIA 타이거즈,김시훈,P,pitcher_stuff,7,9,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
68928,KIA 타이거즈,김시훈,P,pitcher_command,11,10,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
68928,KIA 타이거즈,김시훈,P,pitcher_movement,4,8,4,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
68928,KIA 타이거즈,김시훈,P,pitcher_stamina,9,12,3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
68928,KIA 타이거즈,김시훈,P,pitcher_pitchability,8,9,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
68928,KIA 타이거즈,김시훈,P,pitcher_strikeout,6,8,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
68928,KIA 타이거즈,김시훈,P,pitcher_walk_control,14,11,-3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
68928,KIA 타이거즈,김시훈,P,pitcher_composure,4,8,4,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55646,KIA 타이거즈,김정엽,P,pitcher_movement,12,11,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55646,KIA 타이거즈,김정엽,P,pitcher_stamina,8,10,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55646,KIA 타이거즈,김정엽,P,pitcher_pitchability,12,11,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55610,KIA 타이거즈,김태형,P,pitcher_stuff,7,9,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55610,KIA 타이거즈,김태형,P,pitcher_command,13,12,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55610,KIA 타이거즈,김태형,P,pitcher_movement,7,9,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55610,KIA 타이거즈,김태형,P,pitcher_stamina,13,12,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55610,KIA 타이거즈,김태형,P,pitcher_pitchability,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55610,KIA 타이거즈,김태형,P,pitcher_strikeout,5,8,3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55610,KIA 타이거즈,김태형,P,pitcher_walk_control,17,14,-3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55610,KIA 타이거즈,김태형,P,pitcher_composure,12,11,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69516,KIA 타이거즈,김현수,P,pitcher_stuff,8,9,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69516,KIA 타이거즈,김현수,P,pitcher_command,8,9,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69516,KIA 타이거즈,김현수,P,pitcher_movement,8,10,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69516,KIA 타이거즈,김현수,P,pitcher_stamina,9,10,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69516,KIA 타이거즈,김현수,P,pitcher_pitchability,6,9,3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69516,KIA 타이거즈,김현수,P,pitcher_strikeout,5,8,3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69516,KIA 타이거즈,김현수,P,pitcher_walk_control,5,8,3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69516,KIA 타이거즈,김현수,P,pitcher_composure,12,11,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
54640,KIA 타이거즈,네일,P,pitcher_command,15,16,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
54640,KIA 타이거즈,네일,P,pitcher_movement,19,16,-3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
54640,KIA 타이거즈,네일,P,pitcher_stamina,20,18,-2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
54640,KIA 타이거즈,네일,P,pitcher_pitchability,19,17,-2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
54640,KIA 타이거즈,네일,P,pitcher_strikeout,18,16,-2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
54640,KIA 타이거즈,네일,P,pitcher_walk_control,19,17,-2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
